tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,TechSupport,SeniorCitizen,Dependents,NumServices,Churn
29,24.47,700.45,Month-to-month,Fiber optic,Electronic check,Yes,1,No,1,1
39,80.11,3151.96,Two year,No,Bank transfer,No,0,No,5,0
60,41.53,2565.52,Month-to-month,DSL,Electronic check,No,0,No,5,0
41,73.75,2993.7,One year,Fiber optic,Credit card,No internet service,0,No,4,0
33,113.69,3731.61,Month-to-month,DSL,Mailed check,No,1,No,6,1
16,105.91,1654.9,Month-to-month,Fiber optic,Bank transfer,No,0,No,4,1
23,58.45,1338.36,Month-to-month,Fiber optic,Mailed check,No,0,No,5,1
7,47.15,279.07,Month-to-month,DSL,Credit card,No,0,No,2,1
26,41.44,1005.62,Month-to-month,Fiber optic,Electronic check,No,0,Yes,1,1
12,71.25,867.95,Month-to-month,No,Bank transfer,Yes,0,No,2,0
5,29.42,180.65,One year,No,Bank transfer,No,0,Yes,2,0
69,72.93,4975.05,One year,Fiber optic,Bank transfer,No,0,No,7,0
49,18.13,854.81,Two year,Fiber optic,Mailed check,Yes,0,Yes,2,0
26,50.38,1305.01,Two year,No,Electronic check,No,0,No,3,0
5,39.99,285.3,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,3,1
22,115.12,2391.05,Two year,Fiber optic,Credit card,Yes,0,No,2,0
13,90.72,1201.66,Month-to-month,Fiber optic,Electronic check,Yes,0,No,4,1
28,52.97,1516.99,Month-to-month,Fiber optic,Mailed check,Yes,0,No,4,0
33,27.28,864.78,One year,DSL,Electronic check,No,0,No,5,0
23,69.68,1585.18,Month-to-month,DSL,Bank transfer,No,0,No,1,0
18,39.34,724.86,One year,Fiber optic,Bank transfer,No,0,Yes,3,0
30,71.64,2147.81,Month-to-month,Fiber optic,Bank transfer,Yes,1,Yes,6,1
26,101.54,2724.9,Month-to-month,No,Electronic check,No,0,No,2,1
16,79.58,1278.4,Month-to-month,Fiber optic,Electronic check,Yes,0,Yes,6,1
39,81.38,3216.84,Month-to-month,DSL,Credit card,Yes,0,No,3,0
33,72.1,2401.91,Two year,Fiber optic,Electronic check,No,0,Yes,6,0
26,110.73,2913.6,Two year,DSL,Electronic check,No,1,No,5,0
48,111.19,5298.26,Month-to-month,DSL,Bank transfer,No,0,No,4,0
65,69.27,4512.76,Month-to-month,DSL,Electronic check,Yes,0,No,7,0
38,48.58,1842.61,Month-to-month,DSL,Credit card,No,0,Yes,4,0
2,63.96,92.11,Two year,DSL,Electronic check,No,0,No,7,0
6,36.66,266.19,Month-to-month,DSL,Mailed check,No,0,No,7,1
46,81.63,3654.41,Two year,Fiber optic,Electronic check,Yes,0,Yes,1,0
50,68.01,3467.81,One year,DSL,Bank transfer,No,0,Yes,1,0
38,28.33,965.6,Two year,DSL,Mailed check,No,0,No,7,0
18,37.76,672.08,One year,No,Credit card,No,0,Yes,5,0
27,65.96,1828.06,One year,Fiber optic,Mailed check,No internet service,0,No,1,0
41,106.76,4317.7,One year,DSL,Electronic check,No internet service,0,No,5,0
17,74.64,1290.05,Two year,DSL,Electronic check,No,1,No,6,0
62,86.15,5357.3,Two year,Fiber optic,Credit card,No internet service,0,No,6,0
29,51.9,1521.51,One year,Fiber optic,Mailed check,Yes,0,No,7,0
58,75.14,4340.75,One year,DSL,Bank transfer,Yes,0,No,3,0
70,62.74,4368.39,Two year,DSL,Credit card,No,0,No,2,0
22,83.91,1767.58,Two year,No,Electronic check,No internet service,1,Yes,4,0
6,23.06,133.15,One year,Fiber optic,Bank transfer,No,0,No,7,0
26,67.33,1796.46,Month-to-month,Fiber optic,Electronic check,No,1,Yes,2,1
39,47.6,1833.57,Month-to-month,DSL,Electronic check,No,0,Yes,6,0
12,50.62,587.11,Two year,DSL,Electronic check,Yes,0,No,3,0
14,114.09,1676.77,Month-to-month,Fiber optic,Credit card,No,0,No,6,1
22,36.27,789.75,Month-to-month,No,Mailed check,Yes,0,No,7,0
51,49.12,2522.96,Month-to-month,DSL,Electronic check,Yes,1,Yes,1,0
23,68.99,1613.54,One year,No,Electronic check,Yes,0,No,4,0
48,104.3,4998.32,One year,DSL,Electronic check,No,0,No,1,0
71,59.67,4270.42,Month-to-month,Fiber optic,Credit card,No,0,No,2,1
50,92.39,4668.8,Month-to-month,DSL,Mailed check,Yes,0,Yes,6,0
13,103.64,1392.46,One year,Fiber optic,Credit card,No,0,Yes,1,0
10,49.0,540.79,Two year,Fiber optic,Credit card,No,1,No,5,0
55,57.28,3045.99,Month-to-month,Fiber optic,Credit card,No internet service,0,No,2,0
9,53.66,424.3,Month-to-month,Fiber optic,Electronic check,No internet service,0,No,1,1
52,101.29,5241.13,One year,Fiber optic,Electronic check,Yes,1,No,2,0
2,22.43,5.07,Two year,Fiber optic,Mailed check,Yes,0,Yes,1,0
25,48.84,1185.05,One year,DSL,Mailed check,Yes,1,No,1,0
13,85.94,1161.71,One year,Fiber optic,Mailed check,No,0,No,6,0
51,74.54,3807.11,Two year,DSL,Electronic check,No,0,No,6,0
58,61.63,3567.64,Month-to-month,Fiber optic,Credit card,Yes,0,Yes,6,0
34,71.99,2436.55,Month-to-month,No,Electronic check,No internet service,0,Yes,2,0
35,37.76,1301.54,One year,DSL,Electronic check,No,0,No,3,0
3,61.07,171.12,Two year,No,Bank transfer,No,0,No,7,0
59,68.17,4091.43,One year,No,Electronic check,No,0,No,2,0
70,108.12,7480.11,Two year,Fiber optic,Electronic check,No,0,No,4,0
48,44.08,2179.73,One year,DSL,Electronic check,No,1,No,4,0
64,104.78,6820.79,One year,Fiber optic,Electronic check,No internet service,0,Yes,3,0
19,82.42,1629.4,Month-to-month,No,Electronic check,Yes,0,No,1,0
67,20.03,1292.79,Month-to-month,DSL,Electronic check,No,0,Yes,2,0
5,90.46,427.99,One year,No,Mailed check,Yes,0,No,7,0
67,21.56,1495.86,Month-to-month,No,Mailed check,No,0,Yes,6,0
11,117.74,1282.69,Month-to-month,Fiber optic,Mailed check,No,0,No,1,1
68,105.26,7132.63,Two year,No,Bank transfer,Yes,0,No,1,0
69,47.73,3288.62,Two year,Fiber optic,Electronic check,Yes,0,No,4,0
1,43.74,0.0,Month-to-month,Fiber optic,Electronic check,Yes,0,No,6,1
63,56.14,3530.57,One year,DSL,Credit card,No,0,No,7,0
29,53.62,1494.57,Month-to-month,DSL,Bank transfer,No,1,Yes,6,1
12,55.23,698.93,Month-to-month,Fiber optic,Electronic check,No internet service,0,No,2,1
41,49.83,2000.72,One year,DSL,Credit card,Yes,0,No,5,0
2,80.11,162.8,One year,Fiber optic,Bank transfer,Yes,0,No,6,0
37,34.43,1251.55,Month-to-month,No,Electronic check,No,0,No,7,0
45,102.6,4636.02,Month-to-month,DSL,Credit card,Yes,0,No,6,0
48,99.24,4804.65,Month-to-month,DSL,Mailed check,Yes,0,No,4,0
24,65.65,1589.88,Two year,Fiber optic,Credit card,No,0,No,6,0
22,103.27,2236.99,One year,DSL,Electronic check,No internet service,0,Yes,1,0
11,42.71,441.7,Month-to-month,No,Electronic check,No internet service,0,No,1,0
58,19.76,1263.87,Month-to-month,Fiber optic,Bank transfer,Yes,0,Yes,5,0
46,79.92,3723.78,One year,Fiber optic,Electronic check,Yes,0,No,1,0
29,63.79,1840.04,One year,DSL,Electronic check,No,0,No,3,0
35,74.72,2586.37,Two year,DSL,Credit card,No,0,No,5,0
15,107.93,1547.06,Month-to-month,DSL,Electronic check,No,0,No,6,1
60,114.99,6955.97,Two year,DSL,Credit card,No,0,No,1,0
42,81.45,3385.16,Month-to-month,Fiber optic,Mailed check,Yes,0,Yes,4,1
43,94.41,4112.13,Month-to-month,Fiber optic,Credit card,Yes,0,Yes,4,0
49,26.38,1334.03,Month-to-month,DSL,Mailed check,No internet service,0,No,7,0
64,34.07,2248.22,Month-to-month,DSL,Mailed check,No,0,Yes,3,0
32,91.32,2960.2,Two year,Fiber optic,Electronic check,No internet service,0,Yes,5,0
64,61.14,3902.25,One year,No,Bank transfer,No,0,No,5,0
2,62.6,125.99,One year,Fiber optic,Electronic check,No,0,Yes,1,1
24,48.86,1173.89,Month-to-month,DSL,Electronic check,Yes,0,No,1,0
66,78.74,5183.11,Month-to-month,No,Electronic check,No,0,No,2,1
38,36.52,1306.47,Month-to-month,No,Electronic check,No,0,Yes,6,1
31,80.69,2393.69,One year,DSL,Electronic check,Yes,0,No,3,0
26,35.38,957.82,One year,Fiber optic,Bank transfer,Yes,0,No,5,0
29,24.38,698.05,Month-to-month,Fiber optic,Electronic check,No,0,No,1,1
67,51.04,3467.4,Month-to-month,No,Electronic check,No,0,No,6,0
25,41.11,1008.87,Month-to-month,Fiber optic,Credit card,No,0,Yes,5,1
48,106.9,5131.1,Two year,No,Bank transfer,No,0,No,6,0
65,23.5,1573.67,Month-to-month,DSL,Credit card,No,0,No,3,0
53,35.66,1967.82,Month-to-month,DSL,Credit card,No,1,No,4,1
67,72.87,4866.61,Month-to-month,Fiber optic,Electronic check,No,0,Yes,3,1
18,66.11,1139.92,Month-to-month,Fiber optic,Credit card,Yes,0,No,5,1
9,22.59,263.92,Month-to-month,Fiber optic,Electronic check,Yes,0,No,1,1
38,18.73,697.2,One year,No,Credit card,No,1,No,5,0
21,116.81,2428.68,Two year,Fiber optic,Mailed check,No,1,Yes,2,0
65,83.88,5432.44,Month-to-month,Fiber optic,Mailed check,No internet service,0,Yes,6,0
21,54.54,1109.42,Month-to-month,Fiber optic,Bank transfer,No,0,No,3,1
27,65.04,1794.85,One year,Fiber optic,Credit card,No,0,No,2,0
70,44.66,3058.94,One year,Fiber optic,Bank transfer,Yes,0,Yes,5,0
44,52.49,2314.55,Month-to-month,Fiber optic,Mailed check,No,0,No,7,1
28,82.9,2333.81,Two year,Fiber optic,Electronic check,Yes,0,No,5,0
45,106.28,4752.73,Two year,DSL,Bank transfer,No,0,No,6,0
17,36.41,698.38,Month-to-month,DSL,Electronic check,Yes,1,No,2,1
40,102.04,4126.36,One year,No,Bank transfer,Yes,0,No,1,0
3,30.16,67.74,One year,DSL,Mailed check,No,0,Yes,1,0
66,39.5,2601.64,One year,DSL,Mailed check,Yes,0,Yes,3,0
46,21.72,1043.72,Month-to-month,Fiber optic,Bank transfer,No,0,No,6,1
30,32.08,966.44,Month-to-month,DSL,Bank transfer,No,0,No,2,0
69,109.73,7641.47,Month-to-month,Fiber optic,Credit card,No,1,No,3,1
9,63.94,603.81,One year,DSL,Electronic check,Yes,1,No,3,0
11,25.77,296.08,Month-to-month,DSL,Credit card,Yes,0,No,4,0
69,113.97,7876.33,Month-to-month,No,Credit card,No,0,No,6,0
66,105.9,7146.79,One year,Fiber optic,Credit card,No,0,No,3,0
31,93.47,2846.59,Month-to-month,DSL,Credit card,No internet service,0,No,6,0
33,111.35,3619.74,One year,Fiber optic,Bank transfer,Yes,0,No,6,0
39,40.01,1548.43,Month-to-month,Fiber optic,Electronic check,No,0,No,3,1
46,101.64,4745.53,Month-to-month,Fiber optic,Bank transfer,Yes,0,Yes,4,0
37,87.0,3095.77,Month-to-month,Fiber optic,Bank transfer,No,0,No,3,1
60,104.98,6203.36,Two year,DSL,Credit card,No internet service,0,No,3,0
31,97.69,3008.44,One year,Fiber optic,Bank transfer,No,0,No,6,0
11,52.65,685.15,Month-to-month,Fiber optic,Credit card,No,0,Yes,3,1
2,95.44,192.15,Two year,DSL,Bank transfer,Yes,0,Yes,2,0
27,44.25,1136.51,One year,Fiber optic,Electronic check,No internet service,0,Yes,4,0
2,50.86,142.82,Month-to-month,Fiber optic,Electronic check,No,0,No,1,1
21,28.79,687.7,Month-to-month,Fiber optic,Bank transfer,Yes,1,No,3,1
58,111.51,6435.51,Month-to-month,DSL,Electronic check,Yes,0,No,2,0
5,47.1,258.22,One year,No,Electronic check,Yes,0,No,2,0
52,70.06,3651.07,One year,No,Bank transfer,Yes,0,Yes,2,0
45,57.13,2599.61,Month-to-month,Fiber optic,Bank transfer,No internet service,1,No,4,1
20,113.99,2256.91,Month-to-month,Fiber optic,Bank transfer,No,0,No,7,1
61,51.5,3173.23,Month-to-month,Fiber optic,Credit card,No,0,No,7,1
38,95.85,3684.4,Month-to-month,DSL,Electronic check,No,0,No,4,0
20,103.54,2106.55,Month-to-month,Fiber optic,Electronic check,No,0,No,5,1
25,61.56,1457.9,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,3,0
2,55.82,39.94,Month-to-month,Fiber optic,Credit card,Yes,1,No,1,1
32,92.77,2934.32,Two year,DSL,Mailed check,Yes,0,No,1,0
26,109.29,2854.9,Month-to-month,DSL,Electronic check,No,1,No,5,0
70,93.49,6572.48,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,1,1
41,40.71,1616.51,Month-to-month,DSL,Credit card,No internet service,0,No,3,0
67,106.83,7173.87,Month-to-month,Fiber optic,Electronic check,No,1,No,1,1
1,56.76,104.04,One year,Fiber optic,Electronic check,No,0,Yes,3,1
51,75.62,3890.17,One year,DSL,Mailed check,No internet service,0,No,4,0
5,101.14,482.73,Month-to-month,Fiber optic,Electronic check,No,1,Yes,7,1
13,36.84,460.49,Month-to-month,Fiber optic,Mailed check,No,0,No,4,1
19,96.45,1767.69,Month-to-month,Fiber optic,Electronic check,No,0,No,3,1
12,77.62,1018.41,Month-to-month,DSL,Electronic check,No,0,No,7,1
48,107.33,5175.74,One year,DSL,Mailed check,No,0,No,7,0
25,35.2,799.31,Month-to-month,No,Electronic check,No,0,No,6,1
57,60.07,3485.22,One year,Fiber optic,Electronic check,No,0,No,3,0
35,101.28,3577.88,One year,Fiber optic,Credit card,No,0,No,4,0
5,19.92,159.33,Month-to-month,DSL,Electronic check,No internet service,1,No,3,1
22,29.22,614.91,Month-to-month,DSL,Bank transfer,No,0,No,5,0
57,117.06,6651.27,Two year,Fiber optic,Credit card,Yes,0,Yes,4,0
47,46.04,2123.22,Month-to-month,No,Electronic check,No,0,No,1,1
54,115.55,6345.79,Month-to-month,No,Electronic check,No internet service,0,Yes,4,0
3,36.25,83.71,Month-to-month,No,Bank transfer,No,1,No,1,1
53,54.11,2820.04,One year,DSL,Electronic check,No,0,No,1,0
31,93.29,2859.55,Month-to-month,No,Mailed check,No internet service,1,Yes,5,0
69,83.78,5764.41,Two year,No,Credit card,No,0,No,4,0
33,76.11,2589.5,One year,DSL,Electronic check,No internet service,0,No,4,0
50,70.99,3563.34,Two year,Fiber optic,Bank transfer,Yes,0,No,5,0
16,102.34,1699.18,Month-to-month,Fiber optic,Credit card,No internet service,0,No,7,0
39,41.49,1632.56,Two year,DSL,Electronic check,Yes,0,Yes,4,0
46,62.25,2854.35,Month-to-month,Fiber optic,Electronic check,No,0,Yes,7,1
47,33.55,1524.5,Month-to-month,No,Mailed check,No,0,No,1,0
44,77.59,3493.84,Two year,No,Credit card,No,0,No,6,0
9,43.05,437.04,Month-to-month,No,Electronic check,No,0,No,6,1
50,51.38,2623.31,Two year,Fiber optic,Electronic check,No,0,No,7,0
60,65.13,3953.76,Month-to-month,Fiber optic,Electronic check,Yes,1,No,3,1
15,20.68,274.65,Two year,Fiber optic,Mailed check,No,1,No,6,0
36,27.19,992.23,Month-to-month,Fiber optic,Electronic check,No,0,No,6,1
63,86.59,5509.7,One year,DSL,Mailed check,No,0,Yes,5,0
69,60.9,4249.11,Month-to-month,Fiber optic,Mailed check,Yes,0,No,6,0
41,104.48,4291.47,Month-to-month,DSL,Credit card,Yes,0,Yes,5,0
24,87.47,2197.96,One year,DSL,Credit card,No,0,No,7,0
49,18.81,948.34,One year,DSL,Credit card,No,0,No,3,0
18,79.67,1500.18,Month-to-month,No,Electronic check,No internet service,0,No,1,0
7,27.37,201.61,Month-to-month,DSL,Electronic check,Yes,0,No,3,0
4,96.09,365.79,Month-to-month,Fiber optic,Bank transfer,No internet service,0,No,4,1
69,117.15,8131.86,Month-to-month,No,Mailed check,No internet service,0,Yes,3,0
60,71.12,4303.87,Month-to-month,Fiber optic,Mailed check,Yes,1,Yes,5,0
55,86.28,4762.61,Two year,DSL,Electronic check,No,0,Yes,2,0
16,41.73,625.4,Month-to-month,Fiber optic,Mailed check,No,0,No,4,1
29,61.76,1841.58,Month-to-month,DSL,Electronic check,No,0,No,7,0
23,103.61,2343.35,Two year,DSL,Mailed check,No,0,Yes,6,0
14,34.74,525.26,Month-to-month,No,Electronic check,No,0,No,6,1
49,44.55,2128.28,One year,DSL,Credit card,No,0,No,7,0
33,62.54,2021.58,One year,Fiber optic,Electronic check,Yes,0,No,6,0
25,89.22,2245.23,One year,Fiber optic,Credit card,Yes,0,No,3,0
21,55.59,1196.3,One year,DSL,Credit card,No,0,No,3,0
17,110.77,1893.98,One year,Fiber optic,Bank transfer,Yes,0,Yes,1,0
23,27.45,604.89,Month-to-month,DSL,Credit card,No internet service,1,No,7,0
57,55.08,3195.24,Month-to-month,DSL,Electronic check,No,0,No,4,1
58,88.9,5162.88,One year,Fiber optic,Bank transfer,No,1,Yes,1,0
14,40.6,578.05,Month-to-month,DSL,Credit card,No internet service,0,Yes,5,0
20,83.64,1664.95,Month-to-month,Fiber optic,Electronic check,Yes,0,No,5,0
30,34.42,996.52,Two year,DSL,Bank transfer,Yes,0,No,1,0
19,23.6,504.7,One year,Fiber optic,Mailed check,No internet service,0,Yes,4,0
53,30.1,1563.25,Month-to-month,Fiber optic,Mailed check,No,1,Yes,1,1
56,111.0,6300.79,Two year,Fiber optic,Credit card,Yes,0,No,6,0
23,73.18,1641.78,One year,No,Mailed check,Yes,0,No,1,0
62,97.63,6069.49,Two year,Fiber optic,Electronic check,No internet service,0,No,4,0
33,51.27,1695.24,Two year,No,Credit card,No,0,No,5,0
18,77.27,1385.15,Month-to-month,DSL,Electronic check,Yes,0,No,2,0
33,67.5,2261.44,One year,No,Credit card,No internet service,1,No,1,0
32,112.57,3641.85,One year,Fiber optic,Credit card,No,0,No,6,0
61,92.76,5685.0,Two year,Fiber optic,Credit card,No internet service,1,Yes,6,0
54,91.05,4863.74,One year,No,Bank transfer,Yes,0,Yes,1,0
17,22.64,326.24,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,3,1
19,72.97,1324.8,Month-to-month,No,Bank transfer,Yes,0,Yes,4,0
70,64.7,4516.74,Month-to-month,Fiber optic,Mailed check,No,0,No,3,1
34,110.78,3872.43,Two year,Fiber optic,Electronic check,Yes,0,No,5,0
25,43.73,1090.9,Two year,Fiber optic,Electronic check,No,0,Yes,3,0
68,44.98,3163.91,Month-to-month,DSL,Bank transfer,Yes,0,No,4,0
11,59.13,648.81,One year,Fiber optic,Bank transfer,Yes,1,No,1,0
16,42.34,685.39,Two year,No,Bank transfer,No internet service,0,Yes,1,0
61,30.92,1915.81,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,2,0
7,103.74,711.64,Month-to-month,Fiber optic,Bank transfer,No,0,No,5,1
16,73.83,1192.61,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,1,1
16,104.14,1581.04,Two year,DSL,Electronic check,No,0,No,3,0
40,101.11,4000.08,One year,DSL,Mailed check,No,0,No,2,0
12,46.2,470.36,Month-to-month,DSL,Electronic check,No,0,Yes,2,1
35,72.77,2583.34,Month-to-month,DSL,Mailed check,No internet service,0,No,7,0
21,26.32,484.59,One year,Fiber optic,Electronic check,No,0,No,5,0
50,109.53,5546.84,Two year,No,Bank transfer,No internet service,0,No,2,0
43,58.43,2530.13,One year,DSL,Electronic check,No,0,No,6,0
17,57.37,1023.22,Month-to-month,DSL,Electronic check,No,0,No,4,1
32,48.28,1512.48,Month-to-month,DSL,Bank transfer,No,0,No,3,0
41,64.07,2570.55,Two year,DSL,Electronic check,Yes,1,No,2,0
6,43.18,241.67,Month-to-month,Fiber optic,Bank transfer,No,0,No,1,1
27,55.49,1551.31,Month-to-month,DSL,Credit card,No,0,No,3,0
20,97.99,2065.65,Two year,DSL,Bank transfer,No,0,No,5,0
25,101.43,2561.06,Two year,No,Bank transfer,No,0,No,2,0
66,48.42,3129.82,One year,DSL,Credit card,Yes,0,No,3,0
9,64.9,535.52,One year,Fiber optic,Electronic check,No,0,No,1,0
53,105.38,5510.83,Month-to-month,Fiber optic,Bank transfer,No internet service,0,No,2,0
61,23.27,1412.85,Month-to-month,DSL,Electronic check,No,0,No,5,0
38,106.91,4048.89,Month-to-month,No,Electronic check,Yes,0,No,5,0
3,39.92,112.92,One year,Fiber optic,Electronic check,No,0,No,7,0
70,85.85,5956.1,Month-to-month,DSL,Bank transfer,No internet service,0,No,5,0
55,76.26,4135.35,Two year,DSL,Credit card,No internet service,0,Yes,6,0
1,73.29,78.0,Month-to-month,Fiber optic,Credit card,No internet service,0,No,2,1
70,103.94,7299.74,Month-to-month,Fiber optic,Mailed check,Yes,0,Yes,2,0
45,28.16,1207.83,Month-to-month,Fiber optic,Mailed check,No,0,No,2,1
47,52.7,2500.72,One year,DSL,Bank transfer,No internet service,1,Yes,1,0
26,71.83,1914.8,Month-to-month,DSL,Bank transfer,No,0,No,6,0
14,99.13,1271.27,Two year,No,Electronic check,Yes,0,No,7,0
54,39.64,2219.58,Month-to-month,No,Electronic check,Yes,1,Yes,5,0
71,98.29,7013.91,One year,Fiber optic,Mailed check,No internet service,0,No,3,0
46,57.96,2714.14,One year,DSL,Mailed check,No,0,No,6,0
31,36.89,1092.59,Month-to-month,No,Bank transfer,No internet service,0,Yes,3,0
59,93.9,5579.38,One year,Fiber optic,Mailed check,Yes,0,No,2,0
29,27.09,830.71,One year,No,Electronic check,No,1,Yes,5,0
17,69.48,1148.53,Two year,DSL,Electronic check,Yes,0,Yes,7,0
14,24.39,380.42,Two year,Fiber optic,Credit card,Yes,0,No,5,0
36,53.64,1924.2,Month-to-month,No,Electronic check,No,1,No,2,1
58,78.11,4499.37,Month-to-month,DSL,Electronic check,No,0,No,1,1
24,73.61,1756.85,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,3,1
63,58.47,3691.74,Two year,Fiber optic,Bank transfer,No internet service,1,No,3,0
25,60.9,1507.49,Month-to-month,DSL,Bank transfer,Yes,0,Yes,4,0
59,40.68,2360.35,One year,Fiber optic,Mailed check,Yes,0,No,7,0
32,63.59,2054.47,One year,DSL,Credit card,No,0,No,2,0
18,113.33,2067.85,One year,Fiber optic,Electronic check,No internet service,0,No,3,0
37,103.05,3819.98,Month-to-month,No,Mailed check,No internet service,0,No,7,0
26,32.52,764.73,Month-to-month,No,Mailed check,No,0,No,3,0
9,20.98,159.57,Month-to-month,No,Electronic check,No,0,No,1,1
64,111.35,7084.35,Month-to-month,Fiber optic,Mailed check,Yes,0,No,6,0
20,70.67,1500.05,Month-to-month,Fiber optic,Bank transfer,Yes,0,Yes,2,1
54,71.78,3882.22,Month-to-month,Fiber optic,Mailed check,No,0,No,2,1
30,96.07,2868.14,One year,DSL,Credit card,No internet service,0,Yes,6,0
53,49.47,2593.92,Month-to-month,DSL,Bank transfer,No,0,Yes,7,0
63,66.19,4163.77,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,6,1
11,114.87,1301.11,Month-to-month,DSL,Credit card,No,0,No,6,1
31,85.21,2550.17,Month-to-month,No,Bank transfer,No,0,No,7,0
49,33.37,1646.86,Month-to-month,Fiber optic,Bank transfer,No internet service,0,Yes,3,1
19,31.32,569.9,Month-to-month,DSL,Bank transfer,No,0,No,3,0
12,38.43,482.65,One year,Fiber optic,Mailed check,Yes,0,No,7,0
15,94.67,1460.02,Month-to-month,No,Mailed check,No internet service,1,No,5,0
31,47.54,1438.89,Two year,No,Electronic check,No,0,No,4,0
43,20.14,797.51,Month-to-month,DSL,Credit card,No,1,No,6,0
37,112.42,4144.23,Two year,Fiber optic,Electronic check,No internet service,1,No,3,0
29,34.97,1078.52,Two year,Fiber optic,Mailed check,Yes,0,No,2,0
26,18.96,534.63,One year,Fiber optic,Electronic check,No,0,No,5,0
2,41.71,64.55,Two year,Fiber optic,Bank transfer,No,0,No,7,0
15,41.5,590.8,Month-to-month,DSL,Credit card,No,1,Yes,1,1
4,60.2,212.83,Month-to-month,Fiber optic,Credit card,No internet service,0,Yes,2,1
50,110.04,5437.07,Month-to-month,DSL,Bank transfer,No,0,Yes,5,0
38,105.92,4064.14,Month-to-month,DSL,Mailed check,No,0,Yes,6,0
23,63.69,1513.23,Month-to-month,DSL,Mailed check,No internet service,0,No,2,0
59,59.09,3466.95,One year,DSL,Electronic check,Yes,0,No,6,0
28,73.5,2032.99,Month-to-month,Fiber optic,Mailed check,No,0,No,2,1
66,42.35,2759.88,Month-to-month,DSL,Mailed check,No,0,No,2,0
8,23.22,163.23,Month-to-month,Fiber optic,Credit card,No internet service,0,No,3,1
29,111.92,3208.99,One year,Fiber optic,Mailed check,No,0,Yes,3,0
11,36.67,395.61,Two year,No,Bank transfer,No,0,No,4,0
18,37.84,720.44,Month-to-month,Fiber optic,Credit card,Yes,0,No,1,0
55,65.25,3622.7,Month-to-month,No,Mailed check,No internet service,0,No,1,0
50,67.16,3316.13,Month-to-month,DSL,Electronic check,No,0,No,3,0
